RCF517 
   1.00000	   0.00026
   0.98677	   0.00278
   0.96678	   0.00679
   0.93907	   0.01268
   0.90798	   0.01976
   0.87743	   0.02718
   0.84690	   0.03493
   0.81597	   0.04304
   0.78476	   0.05133
   0.75416	   0.05937
   0.72409	   0.06696
   0.69432	   0.07399
   0.66465	   0.08046
   0.63500	   0.08637
   0.60526	   0.09162
   0.57541	   0.09626
   0.54542	   0.10025
   0.51530	   0.10362
   0.48643	   0.10637
   0.45733	   0.10851
   0.42822	   0.11003
   0.39917	   0.11087
   0.37019	   0.11103
   0.34133	   0.11053
   0.31263	   0.10930
   0.28412	   0.10735
   0.25588	   0.10465
   0.22796	   0.10118
   0.20050	   0.09690
   0.17359	   0.09176
   0.14743	   0.08577
   0.12222	   0.07886
   0.09827	   0.07107
   0.07590	   0.06236
   0.05558	   0.05292
   0.03791	   0.04297
   0.02351	   0.03296
   0.01284	   0.02359
   0.00588	   0.01548
   0.00199	   0.00901
   0.00027	   0.00399
   0.00000	   0.00019
   0.00000	  -0.00019
   0.00073	  -0.00347
   0.00220	  -0.00586
   0.00460	  -0.00782
   0.00860	  -0.00961
   0.01567	  -0.01137
   0.02769	  -0.01292
   0.04591	  -0.01391
   0.06934	  -0.01410
   0.09618	  -0.01357
   0.12485	  -0.01249
   0.15450	  -0.01103
   0.18470	  -0.00930
   0.21523	  -0.00737
   0.24600	  -0.00533
   0.27694	  -0.00321
   0.30802	  -0.00107
   0.33921	   0.00110
   0.37050	   0.00324
   0.40182	   0.00530
   0.43308	   0.00728
   0.46429	   0.00914
   0.49542	   0.01089
   0.52676	   0.01239
   0.55904	   0.01375
   0.59124	   0.01486
   0.62337	   0.01575
   0.65540	   0.01640
   0.68733	   0.01677
   0.71914	   0.01684
   0.75079	   0.01660
   0.78222	   0.01604
   0.81340	   0.01512
   0.84435	   0.01379
   0.87518	   0.01199
   0.90623	   0.00967
   0.93802	   0.00677
   0.96625	   0.00380
   0.98658	   0.00143
   1.00000	  -0.00026

http://groups.yahoo.com/group/xfoil/files/RCF517/
