SM8516m
1.000000  0.001000  
0.984293  0.002671  
0.968589  0.004341  
0.952894  0.006012  
0.937209  0.007682  
0.921541  0.009350  
0.905892  0.011015  
0.890266  0.012669  
0.874667  0.014314  
0.859099  0.015977  
0.843566  0.017648  
0.828071  0.019293  
0.812619  0.020916  
0.797213  0.022517  
0.781857  0.024095  
0.766555  0.025648  
0.751310  0.027179  
0.736127  0.028691  
0.721009  0.030180  
0.705960  0.031644  
0.690983  0.033082  
0.676083  0.034495  
0.661262  0.035882  
0.646525  0.037240  
0.631876  0.038569  
0.617317  0.039871  
0.602852  0.041141  
0.588486  0.042377  
0.574221  0.043575  
0.560061  0.044734  
0.546009  0.045855  
0.532070  0.046934  
0.518246  0.047969  
0.504541  0.048960  
0.490959  0.049907  
0.477501  0.050806  
0.464173  0.051663  
0.450977  0.052473  
0.437917  0.053236  
0.424995  0.053951  
0.412215  0.054615  
0.399580  0.055225  
0.387093  0.055783  
0.374757  0.056290  
0.362576  0.056742  
0.350552  0.057136  
0.338688  0.057473  
0.326988  0.057753  
0.315453  0.057974  
0.304087  0.058134  
0.292893  0.058232  
0.281874  0.058269  
0.271031  0.058241  
0.260369  0.058147  
0.249889  0.057988  
0.239594  0.057762  
0.229487  0.057469  
0.219570  0.057110  
0.209845  0.056680  
0.200315  0.056179  
0.190983  0.055603  
0.181850  0.054955  
0.172919  0.054237  
0.164193  0.053450  
0.155672  0.052596  
0.147360  0.051678  
0.139258  0.050700  
0.131368  0.049666  
0.123693  0.048579  
0.116234  0.047442  
0.108994  0.046259  
0.101972  0.045031  
0.095173  0.043758  
0.088597  0.042443  
0.082245  0.041090  
0.076121  0.039701  
0.070223  0.038277  
0.064556  0.036823  
0.059119  0.035334  
0.053915  0.033818  
0.048943  0.032272  
0.044207  0.030695  
0.039706  0.029096  
0.035443  0.027467  
0.031417  0.025821  
0.027630  0.024154  
0.024083  0.022467  
0.020777  0.020772  
0.017713  0.019067  
0.014891  0.017365  
0.012312  0.015663  
0.009976  0.013975  
0.007885  0.012303  
0.006039  0.010654  
0.004438  0.009034  
0.003083  0.007447  
0.001973  0.005891  
0.001110  0.004365  
0.000493  0.002874  
0.000123  0.001423  
0.000000  0.000000  
0.000123  -0.001358  
0.000493  -0.002657  
0.001110  -0.003880  
0.001973  -0.005046  
0.003083  -0.006143  
0.004438  -0.007181  
0.006039  -0.008171  
0.007885  -0.009120  
0.009976  -0.010035  
0.012312  -0.010926  
0.014891  -0.011792  
0.017713  -0.012644  
0.020777  -0.013476  
0.024083  -0.014296  
0.027630  -0.015094  
0.031417  -0.015882  
0.035443  -0.016649  
0.039706  -0.017398  
0.044207  -0.018132  
0.048943  -0.018840  
0.053915  -0.019533  
0.059119  -0.020205  
0.064556  -0.020850  
0.070223  -0.021474  
0.076121  -0.022071  
0.082245  -0.022639  
0.088597  -0.023178  
0.095173  -0.023686  
0.101972  -0.024163  
0.108994  -0.024604  
0.116234  -0.025011  
0.123693  -0.025380  
0.131368  -0.025711  
0.139258  -0.026007  
0.147360  -0.026266  
0.155672  -0.026489  
0.164193  -0.026678  
0.172919  -0.026831  
0.181850  -0.026953  
0.190983  -0.027041  
0.200315  -0.027099  
0.209845  -0.027125  
0.219570  -0.027121  
0.229487  -0.027090  
0.239594  -0.027033  
0.249889  -0.026952  
0.260369  -0.026847  
0.271031  -0.026720  
0.281874  -0.026572  
0.292893  -0.026401  
0.304087  -0.026207  
0.315453  -0.025993  
0.326988  -0.025758  
0.338688  -0.025503  
0.350552  -0.025230  
0.362576  -0.024938  
0.374757  -0.024627  
0.387093  -0.024296  
0.399580  -0.023946  
0.412215  -0.023580  
0.424995  -0.023197  
0.437917  -0.022794  
0.450977  -0.022377  
0.464173  -0.021948  
0.477501  -0.021507  
0.490959  -0.021054  
0.504541  -0.020584  
0.518246  -0.020100  
0.532070  -0.019602  
0.546009  -0.019091  
0.560061  -0.018574  
0.574221  -0.018045  
0.588486  -0.017505  
0.602852  -0.016953  
0.617317  -0.016393  
0.631876  -0.015824  
0.646525  -0.015250  
0.661262  -0.014667  
0.676083  -0.014076  
0.690983  -0.013479  
0.705960  -0.012877  
0.721009  -0.012269  
0.736127  -0.011657  
0.751310  -0.011042  
0.766555  -0.010425  
0.781857  -0.009802  
0.797213  -0.009178  
0.812619  -0.008558  
0.828071  -0.007936  
0.843566  -0.007311  
0.859099  -0.006683  
0.874667  -0.006055  
0.890266  -0.005425  
0.905892  -0.004795  
0.921541  -0.004164  
0.937209  -0.003532  
0.952894  -0.002900  
0.968589  -0.002267  
0.984293  -0.001633  
1.000000  -0.001000  
