tiptry3	9.46%
     1.000000    0.007500
     0.992940    0.007612
     0.980001    0.007809
     0.964478    0.008042
     0.947256    0.008298
     0.929212    0.008564
     0.910842    0.008835
     0.892357    0.009110
     0.873838    0.009381
     0.855316    0.009658
     0.836808    0.009929
     0.818332    0.010207
     0.799926    0.010475
     0.781677    0.010754
     0.763765    0.011003
     0.746511    0.011325
     0.729845    0.011965
     0.713208    0.013002
     0.696280    0.014370
     0.679021    0.016001
     0.661410    0.017844
     0.643480    0.019826
     0.625327    0.021894
     0.607013    0.024010
     0.588626    0.026137
     0.570248    0.028257
     0.551920    0.030351
     0.533637    0.032408
     0.515401    0.034421
     0.497211    0.036379
     0.479059    0.038276
     0.460954    0.040104
     0.442889    0.041852
     0.424865    0.043516
     0.406885    0.045086
     0.388942    0.046553
     0.371045    0.047912
     0.353195    0.049152
     0.335395    0.050266
     0.317659    0.051242
     0.299990    0.052070
     0.282404    0.052737
     0.264910    0.053229
     0.247522    0.053531
     0.230257    0.053625
     0.213123    0.053495
     0.196135    0.053121
     0.179296    0.052485
     0.162641    0.051576
     0.146221    0.050377
     0.130109    0.048869
     0.114395    0.047036
     0.099211    0.044868
     0.084739    0.042372
     0.071234    0.039588
     0.058988    0.036600
     0.048253    0.033528
     0.039134    0.030499
     0.031552    0.027603
     0.025304    0.024878
     0.020154    0.022321
     0.015883    0.019910
     0.012318    0.017619
     0.009332    0.015418
     0.006835    0.013275
     0.004771    0.011160
     0.003105    0.009052
     0.001813    0.006947
     0.000884    0.004854
     0.000312    0.002787
     0.000090    0.000784
     0.000188   -0.001199
     0.000605   -0.003245
     0.001343   -0.005329
     0.002415   -0.007425
     0.003855   -0.009497
     0.005704   -0.011506
     0.007988   -0.013434
     0.010736   -0.015294
     0.014001   -0.017112
     0.017877   -0.018920
     0.022501   -0.020748
     0.028068   -0.022623
     0.034842   -0.024563
     0.043136   -0.026569
     0.053220   -0.028617
     0.065201   -0.030653
     0.078905   -0.032589
     0.093921   -0.034343
     0.109835   -0.035863
     0.126347   -0.037138
     0.143287   -0.038184
     0.160541   -0.039027
     0.178041   -0.039697
     0.195712   -0.040218
     0.213511   -0.040603
     0.231406   -0.040869
     0.249381   -0.041026
     0.267418   -0.041084
     0.285508   -0.041052
     0.303646   -0.040937
     0.321818   -0.040747
     0.340026   -0.040487
     0.358260   -0.040162
     0.376516   -0.039777
     0.394791   -0.039335
     0.413072   -0.038840
     0.431359   -0.038289
     0.449657   -0.037687
     0.467967   -0.037033
     0.486292   -0.036332
     0.504632   -0.035586
     0.522987   -0.034797
     0.541361   -0.033970
     0.559748   -0.033107
     0.578153   -0.032211
     0.596573   -0.031286
     0.615007   -0.030333
     0.633457   -0.029357
     0.651919   -0.028359
     0.670395   -0.027341
     0.688883   -0.026307
     0.707381   -0.025259
     0.725891   -0.024199
     0.744407   -0.023128
     0.762927   -0.022049
     0.781445   -0.020961
     0.799963   -0.019864
     0.818478   -0.018758
     0.836995   -0.017641
     0.855519   -0.016517
     0.874039   -0.015385
     0.892545   -0.014249
     0.911009   -0.013108
     0.929350   -0.011968
     0.947362   -0.010843
     0.964551   -0.009761
     0.980043   -0.008780
     0.992955   -0.007955
     1.000000   -0.007500

http://groups.yahoo.com/group/xfoil/files/JW%20Airfoils/
